LSBK,2020-07-09(buy*)
LAKE,2020-07-13(sell)
LANC,2020-07-09(sell)
LMRK,2020-07-10(sell*)
LAZY,2020-07-10(buy*)
LACQU,2020-07-08(sell)
LFAC,2020-07-13(buy*)
LHCG,2020-07-13(sell)
LBRDA,2020-07-10(buy),2020-07-13(sell*)
LBRDK,2020-07-09(buy)
LILAK,2020-07-10(buy),2020-07-13(sell*)
FWONA,2020-07-09(buy)
FWONK,2020-07-09(buy)
LTRPA,2020-07-10(buy)
LCUT,2020-07-13(sell)
LMNL,2020-07-10(sell)
LINC,2020-07-13(buy*)
LIVKU,2020-07-08(sell)
LPSN,2020-07-13(sell)
LMFA,2020-07-10(sell)
LOGI,2020-07-13(sell)
CNCR,2020-07-10(sell)
LOAC,2020-07-13(sell)
MGNX,2020-07-13(sell)
MGTA,2020-07-09(buy),2020-07-13(sell*)
MHLD,2020-07-10(sell)
LOAN,2020-07-13(sell)
MCHX,2020-07-09(buy)
MAR,2020-07-10(buy)
MTLS,2020-07-13(buy)
MDRRP,2020-07-10(buy)
MNOV,2020-07-09(sell)
MLCO,2020-07-13(buy)
MRCY,2020-07-09(sell*)
MACK,2020-07-10(sell*)
MGEE,2020-07-13(buy)
MBOT,2020-07-09(sell*)
MSTR,2020-07-13(sell*)
MPB,2020-07-09(sell*)
MIME,2020-07-09(buy*),2020-07-13(sell)
MSON,2020-07-13(buy)
MINDP,2020-07-09(buy*)
MMAC,2020-07-09(buy)
MOBL,2020-07-13(sell)
MRNA,2020-07-13(buy*)
MDB,2020-07-13(sell)
MNPR,2020-07-09(buy)
MNRO,2020-07-10(buy)
MOR,2020-07-13(sell)
MOXC,2020-07-10(buy*)
MSBF,2020-07-08(sell*)
